,prime1,prime2,gap,phi_ratio,silver_ratio,plastic_ratio,phi_residual,silver_residual,plastic_residual
286,1873,1877,4,1.000283112,0.8955358565,0.9263809831,0.6177508766,1.518677706,0.8977961416
287,1877,1879,2,1.00014129,0.8954354248,0.9262690079,0.6178926988,1.518778138,0.8979081168
288,1879,1889,10,1.000704102,0.8959525662,0.9267999201,0.6173298869,1.518260996,0.8973772046
289,1889,1901,12,1.000839427,0.8961397287,0.9269734198,0.6171945613,1.518073834,0.8972037049
290,1901,1907,6,1.000417378,0.8958404324,0.9266398798,0.6176166104,1.51837313,0.8975372449
291,1907,1913,6,1.000415894,0.8958781737,0.9266670157,0.6176180951,1.518335389,0.897510109
292,1913,1931,18,1.001239384,0.8966545648,0.9274582226,0.6167946051,1.517558998,0.8967189021
293,1931,1933,2,1.000136826,0.8957829999,0.9265214266,0.6178971628,1.518430562,0.8976556981
294,1933,1949,16,1.001089389,0.8966489722,0.9274132148,0.6169445997,1.51756459,0.8967639099
295,1949,1951,2,1.000135397,0.8958962169,0.9266036419,0.6178985919,1.518317345,0.8975734828
296,1951,1973,22,1.001480071,0.8971134008,0.9278586889,0.6165539173,1.517100162,0.8963184358
297,1973,1979,6,1.0004002,0.8962841053,0.9269589089,0.617633789,1.517929457,0.8972182158
298,1979,1987,8,1.000531504,0.8964390661,0.9271078006,0.6175024851,1.517774496,0.8970693241
299,1987,1993,6,1.000397014,0.896368108,0.9270193191,0.6176369745,1.517845454,0.8971578056
300,1993,1997,4,1.000263908,0.8962858311,0.9269229577,0.6177700808,1.517927731,0.897254167
301,1997,1999,2,1.000131721,0.8961919643,0.9268183923,0.6179022677,1.518021598,0.8973587324
302,1999,2003,4,1.000263013,0.8963218795,0.9269490087,0.6177709762,1.517891683,0.897228116
303,2003,2011,8,1.000524315,0.8965805268,0.9272090287,0.6175096736,1.517633036,0.896968096
304,2011,2017,6,1.000391664,0.8965104647,0.9271216994,0.6176423247,1.517703098,0.8970554253
305,2017,2027,10,1.000649937,0.8967783767,0.9273876487,0.6173840518,1.517435186,0.896789476
306,2027,2029,2,1.000129518,0.8963724152,0.9269494126,0.6179044704,1.517841147,0.8972277121
307,2029,2039,10,1.000645599,0.8968470051,0.9274365196,0.6173883895,1.517366557,0.8967406051
308,2039,2053,14,1.00089796,0.8971332293,0.9277142076,0.617136029,1.517080333,0.8964629171
309,2053,2063,10,1.000637087,0.8969828291,0.9275332535,0.6173969022,1.517230733,0.8966438712
310,2063,2069,6,1.000380529,0.8968119949,0.9273385736,0.6176534599,1.517401567,0.8968385511
311,2069,2081,12,1.00075747,0.8971852436,0.9277137586,0.6172765186,1.517028319,0.8964633661
312,2081,2083,2,1.000125725,0.8966891216,0.9271793453,0.6179082638,1.517524441,0.8969977794
313,2083,2087,4,1.000251057,0.8968131508,0.927304038,0.6177829321,1.517400412,0.8968730867
314,2087,2089,2,1.000125316,0.8967236888,0.92720444,0.6179086723,1.517489874,0.8969726847
315,2089,2099,10,1.00062471,0.8971830733,0.927675897,0.6174092788,1.517030489,0.8965012277
316,2099,2111,12,1.00074527,0.8973490851,0.9278298975,0.6172887192,1.516864477,0.8963472272
317,2111,2113,2,1.000123707,0.8968607496,0.9273039392,0.6179102814,1.517352813,0.8968731855
318,2113,2129,16,1.000985342,0.8976448847,0.9281111966,0.6170486464,1.516568678,0.8960659281
319,2129,2131,2,1.000122526,0.8969622985,0.9273776556,0.6179114627,1.517251264,0.8967994691
320,2131,2137,6,1.000366844,0.8971927537,0.9276124692,0.6176671443,1.517020809,0.8965646555
321,2137,2141,4,1.000243902,0.8971164207,0.9275232048,0.617790087,1.517097142,0.8966539199
322,2141,2143,2,1.00012175,0.8970294153,0.9274263757,0.6179122384,1.517184147,0.896750749
323,2143,2153,10,1.000606978,0.8974758882,0.9278845447,0.6174270103,1.516737674,0.89629258
324,2153,2161,8,1.000483263,0.8974210329,0.9278107254,0.6175507257,1.516792529,0.8963663993
325,2161,2179,18,1.001080311,0.8980012601,0.9283969789,0.616953678,1.516212302,0.8957801458
326,2179,2203,24,1.001425075,0.8984103535,0.9287894833,0.6166089138,1.515803209,0.8953876414
327,2203,2207,4,1.000235666,0.897474675,0.9277821078,0.6177983224,1.516738887,0.8963950169
328,2207,2213,6,1.000352617,0.8976013376,0.9279064232,0.617681372,1.516612225,0.8962707015
329,2213,2221,8,1.000468506,0.8977378272,0.9280376106,0.6175654825,1.516475735,0.8961395141
330,2221,2237,16,1.000931535,0.8981965002,0.9284985955,0.6171024542,1.516017062,0.8956785292
331,2237,2239,2,1.000115865,0.8975502875,0.9278044384,0.6179181236,1.516663275,0.8963726863
332,2239,2243,4,1.000231393,0.897664633,0.9279193862,0.6178025955,1.516548929,0.8962577385
333,2243,2251,8,1.000461444,0.897892394,0.9281483288,0.6175725443,1.516321168,0.8960287959
334,2251,2267,16,1.000917566,0.8983442324,0.9286024393,0.6171164229,1.51586933,0.8955746854
335,2267,2269,2,1.000114135,0.8977074724,0.927918514,0.6179198534,1.51650609,0.8962586107
336,2269,2273,4,1.000227943,0.8978201184,0.9280317516,0.6178060455,1.516393444,0.8961453731
337,2273,2281,8,1.000454582,0.8980445065,0.9282573007,0.6175794068,1.516169056,0.895919824
338,2281,2287,6,1.000339737,0.897983184,0.9281811782,0.6176942518,1.516230378,0.8959959465
339,2287,2293,6,1.000338732,0.8980134882,0.9282029849,0.617695257,1.516200074,0.8959741398
340,2293,2297,4,1.000225253,0.8979427195,0.928120352,0.6178087359,1.516270843,0.8960567727
341,2297,2309,12,1.000673261,0.8983656028,0.9285511383,0.617360728,1.51584796,0.8956259864
342,2309,2311,2,1.000111795,0.8979233058,0.9280751429,0.6179221942,1.516290257,0.8961019818
343,2311,2333,22,1.001223257,0.8989314699,0.9291140294,0.6168107313,1.515282093,0.8950630953
344,2333,2339,6,1.000331209,0.8982426809,0.9283679168,0.6177027799,1.515970881,0.8958092079
345,2339,2341,2,1.000110178,0.8980745532,0.928184895,0.6179238111,1.516139009,0.8959922297
346,2341,2347,6,1.000329933,0.8982819842,0.9283962014,0.617704056,1.515931578,0.8957809233
347,2347,2351,4,1.000219415,0.8982129624,0.928315648,0.6178145742,1.5160006,0.8958614767
348,2351,2357,6,1.000328351,0.8983308862,0.9284313942,0.617705638,1.515882676,0.8957457305
349,2357,2371,14,1.000762662,0.8987509938,0.9288564038,0.6172713265,1.515462569,0.8953207209
350,2371,2377,6,1.00032523,0.898427942,0.928501243,0.6177087591,1.51578562,0.8956758817
351,2377,2381,4,1.000216294,0.898359855,0.9284218018,0.6178176951,1.515853707,0.8957553229
352,2381,2383,2,1.000107987,0.8982823593,0.9283356791,0.6179260015,1.515931203,0.8958414456
353,2383,2389,6,1.000323384,0.8984857029,0.928542813,0.6177106049,1.515727859,0.8956343117
354,2389,2393,4,1.000215069,0.898417983,0.9284638086,0.61781892,1.515795579,0.8957133161
355,2393,2399,6,1.000321861,0.8985335698,0.9285772629,0.6177121279,1.515679993,0.8955998618
356,2399,2411,12,1.000641107,0.8988497601,0.9288950487,0.6173928813,1.515363802,0.895282076
357,2411,2417,6,1.000319153,0.8986191253,0.9286388387,0.6177148353,1.515594437,0.895538286
358,2417,2423,6,1.000318261,0.8986474728,0.9286592412,0.6177157281,1.51556609,0.8955178835
359,2423,2437,14,1.000739318,0.899054808,0.9290713112,0.6172946703,1.515158754,0.8951058135
360,2437,2441,4,1.000210298,0.8986469993,0.9286293081,0.6178236904,1.515566563,0.8955478166
361,2441,2447,6,1.000314736,0.8987600204,0.9287402465,0.6177192526,1.515453542,0.8954368782
362,2447,2459,12,1.000626966,0.899069271,0.9290510516,0.6174070224,1.515144291,0.8951260731
363,2459,2467,8,1.000416019,0.8989369003,0.9288968265,0.6176179695,1.515276662,0.8952802982
364,2467,2473,6,1.000311001,0.8988804512,0.9288269284,0.6177229881,1.515333111,0.8953501963
365,2473,2477,4,1.000206851,0.8988151973,0.9287508558,0.6178271382,1.515398365,0.8954262689
366,2477,2503,26,1.001336164,0.8998488964,0.9298132277,0.6166978244,1.514364666,0.894363897
367,2503,2521,18,1.000915707,0.8995927164,0.9295113961,0.6171182813,1.514620846,0.8946657286
368,2521,2531,10,1.000505442,0.8993072697,0.9291910435,0.6175285463,1.514906293,0.8949860812
369,2531,2539,8,1.000402715,0.8992608831,0.9291290949,0.6176312741,1.514952679,0.8950480298
370,2539,2543,4,1.000200801,0.8991159757,0.9289682091,0.6178331879,1.515097587,0.8952089156
371,2543,2549,6,1.00030055,0.8992238884,0.9290741375,0.6177334392,1.514989674,0.8951029872
372,2549,2551,2,1.000099996,0.899070896,0.9289077376,0.6179339928,1.515142666,0.8952693871
373,2551,2557,6,1.000299488,0.8992593187,0.9290996418,0.6177345006,1.514954244,0.8950774829
374,2557,2579,22,1.001091816,0.8999988313,0.9298553886,0.616942173,1.514214731,0.8943217361
375,2579,2591,12,1.000590972,0.8996476458,0.9294623171,0.6174430172,1.514565917,0.8947148076
376,2591,2593,2,1.000098171,0.8992581424,0.9290435544,0.6179358177,1.51495542,0.8951335703
377,2593,2609,16,1.000782577,0.899882446,0.9296858184,0.617251412,1.514331116,0.8944913063
378,2609,2617,8,1.000389186,0.8995996406,0.9293720027,0.6176448028,1.514613922,0.894805122
379,2617,2621,4,1.000194072,0.8994594387,0.9292164019,0.6178399172,1.514754124,0.8949607228
380,2621,2633,12,1.00058033,0.8998243794,0.9295880496,0.617453659,1.514389183,0.8945890751
381,2633,2647,14,1.000673327,0.8999605733,0.9297127075,0.6173606617,1.514252989,0.8944644172
382,2647,2657,10,1.000478449,0.8998462475,0.9295760038,0.6175555398,1.514367315,0.8946011209
383,2657,2659,2,1.000095428,0.8995450217,0.9292516201,0.6179385607,1.514668541,0.8949255046
384,2659,2663,4,1.000190623,0.8996392761,0.9293463531,0.617843366,1.514574286,0.8948307716
385,2663,2671,8,1.000380315,0.8998271394,0.9295351579,0.6176536733,1.514386423,0.8946419668
386,2671,2677,6,1.000284382,0.8997752314,0.9294710421,0.6177496071,1.514438331,0.8947060826
387,2677,2683,6,1.000283664,0.8998002904,0.929489083,0.6177503244,1.514413272,0.8946880417
388,2683,2687,4,1.000188704,0.8997405004,0.9294194972,0.6178452849,1.514473062,0.8947576275
389,2687,2689,2,1.000094229,0.8996725603,0.929344113,0.6179397599,1.514541002,0.8948330117
390,2689,2693,4,1.00018823,0.899765635,0.9294376592,0.617845759,1.514447927,0.8947394655
391,2693,2699,6,1.000281768,0.899866785,0.9295369551,0.6177522207,1.514346777,0.8946401696
392,2699,2707,8,1.000374612,0.8999757583,0.9296417538,0.6176593763,1.514237804,0.8945353709
393,2707,2711,4,1.000186821,0.8998406324,0.9294918513,0.6178471675,1.51437293,0.8946852734
394,2711,2713,2,1.00009329,0.8997733463,0.9294172014,0.6179406989,1.514440216,0.8947599233
395,2713,2719,6,1.000279431,0.8999492369,0.9295963165,0.6177545573,1.514264326,0.8945808082
396,2719,2729,10,1.000464222,0.9001407142,0.9297864031,0.6175697668,1.514072848,0.8943907216
397,2729,2731,2,1.000092597,0.8998482241,0.9294714997,0.6179413915,1.514365338,0.894705625
398,2731,2741,10,1.000461929,0.9001888898,0.9298208302,0.6175720601,1.514024673,0.8943562945
399,2741,2749,8,1.000368161,0.9001461756,0.9297639946,0.6176658277,1.514067387,0.8944131301
400,2749,2753,4,1.000183611,0.9000132992,0.9296166165,0.6178503774,1.514200263,0.8945605082
401,2753,2767,14,1.000640428,0.9004409198,0.9300532489,0.6173935609,1.513772643,0.8941238758
402,2767,2777,10,1.000455176,0.9003319193,0.9299230496,0.6175788126,1.513881643,0.8942540751
403,2777,2789,12,1.000543805,0.9004526781,0.9300352615,0.6174901835,1.513760884,0.8941418632
404,2789,2791,2,1.000090358,0.9000935308,0.9296493751,0.6179436312,1.514120032,0.8945277496
405,2791,2797,6,1.00027066,0.9002639382,0.9298228953,0.6177633286,1.513949624,0.8943542294
406,2797,2801,4,1.000180069,0.9002067578,0.9297564028,0.6178539198,1.514006805,0.8944207219
407,2801,2803,2,1.000089922,0.90014182,0.9296843882,0.6179440669,1.514071742,0.8944927365
408,2803,2819,16,1.000717009,0.9007143306,0.9302732178,0.6173169794,1.513499232,0.8939039069
409,2819,2833,14,1.000623606,0.9006947506,0.9302333067,0.6174103831,1.513518812,0.893943818
410,2833,2837,4,1.000177496,0.9003492292,0.9298593457,0.6178564924,1.513864333,0.894317779
411,2837,2843,6,1.000265729,0.9004446045,0.9299529776,0.61776826,1.513768958,0.8942241471
412,2843,2851,8,1.00035334,0.9005473473,0.9300517984,0.6176806487,1.513666215,0.8941253263
413,2851,2857,6,1.000264262,0.9004988904,0.9299920651,0.6177697272,1.513714672,0.8941850596
414,2857,2861,4,1.00017582,0.9004429966,0.9299270965,0.617858169,1.513770566,0.8942500282
415,2861,2879,18,1.000788021,0.9010099452,0.9305077872,0.6172459682,1.513203617,0.8936693375
416,2879,2887,8,1.000348377,0.9006848404,0.93015045,0.6176856121,1.513528722,0.8940266747
417,2887,2897,10,1.000433965,0.9007931555,0.9302527658,0.6176000242,1.513420407,0.8939243589
418,2897,2903,6,1.000259548,0.900675022,0.9301188876,0.6177744411,1.51353854,0.8940582371
419,2903,2909,6,1.000258945,0.9006977471,0.930135251,0.6177750442,1.513515815,0.8940418737
420,2909,2917,8,1.000344341,0.9007978546,0.9302315429,0.6176896481,1.513415708,0.8939455818
421,2917,2927,10,1.000428953,0.9009049064,0.9303326697,0.6176050362,1.513308656,0.893844455
422,2927,2939,12,1.000512593,0.9010186586,0.9304384021,0.6175213959,1.513194904,0.8937387226
423,2939,2953,14,1.000595081,0.9011388551,0.9305485038,0.6174389074,1.513074707,0.8936286209
424,2953,2957,4,1.000169404,0.9008087396,0.9301913537,0.6178645844,1.513404823,0.893985771
425,2957,2963,6,1.000253634,0.9008997608,0.9302807148,0.6177803544,1.513313802,0.8938964099
426,2963,2969,6,1.000253057,0.9009219322,0.93029668,0.6177809317,1.51329163,0.8938804447
427,2969,2971,2,1.000084217,0.9007924906,0.930156107,0.6179497713,1.513421072,0.8940210177
428,2971,2999,28,1.001173029,0.9017807404,0.9311742689,0.6168609602,1.512432822,0.8930028558
429,2999,3001,2,1.000083271,0.9009039595,0.9302369066,0.6179507182,1.513309603,0.8939402181
430,3001,3011,10,1.000415487,0.9012106716,0.9305513326,0.6176185014,1.513002891,0.8936257921
431,3011,3019,8,1.00033126,0.9011719104,0.930499975,0.6177027288,1.513041652,0.8936771497
432,3019,3023,4,1.000165246,0.9010519308,0.9303670577,0.6178687426,1.513161632,0.893810067
433,3023,3037,14,1.000576549,0.9014372341,0.9307603892,0.6174574393,1.512776328,0.8934167355
434,3037,3041,4,1.000164146,0.9011171395,0.9304141696,0.6178698431,1.513096423,0.8937629551
435,3041,3049,8,1.000327591,0.9012790469,0.9305768671,0.6177063979,1.512934515,0.8936002576
436,3049,3061,12,1.000489618,0.9014542612,0.9307488496,0.617544371,1.512759301,0.8934282751
437,3061,3067,6,1.00024397,0.9012765891,0.9305520691,0.6177900187,1.512936973,0.8936250556
438,3067,3079,12,1.000486393,0.9015167825,0.9307934195,0.6175475958,1.51269678,0.8933837052
439,3079,3083,4,1.000161631,0.9012674898,0.9305227927,0.6178723576,1.512946073,0.893654332
440,3083,3089,6,1.000242015,0.9013543282,0.9306080509,0.6177919739,1.512859234,0.8935690738
441,3089,3109,20,1.00080314,0.9018815524,0.9311457969,0.6172308484,1.51233201,0.8930313278
442,3109,3119,10,1.000399314,0.9015891557,0.9308220685,0.6176346746,1.512624407,0.8933550562
443,3119,3121,2,1.000079677,0.9013366247,0.9305504953,0.6179543114,1.512876938,0.8936266294
444,3121,3137,16,1.000635536,0.9018446949,0.931072866,0.6173984526,1.512368868,0.8931042587
445,3137,3163,26,1.001025213,0.9022524761,0.9314765813,0.6170087754,1.511961086,0.8927005434
446,3163,3167,4,1.000156816,0.9015608728,0.9307347455,0.6178771728,1.51265269,0.8934423792
447,3167,3169,2,1.000078321,0.9015040505,0.9306718279,0.6179556673,1.512709512,0.8935052968
448,3169,3181,12,1.000468856,0.9018630535,0.9310403197,0.6175651323,1.512350509,0.893136805
449,3181,3187,6,1.000233656,0.9016926821,0.9308517138,0.6178003329,1.51252088,0.8933254109
450,3187,3191,4,1.00015549,0.9016429673,0.9307940525,0.6178784988,1.512570595,0.8933830722
451,3191,3203,12,1.000465231,0.9019360108,0.9310923513,0.617568758,1.512277552,0.8930847734
452,3203,3209,6,1.000231854,0.9017669156,0.9309051738,0.6178021345,1.512446647,0.8932719509
453,3209,3217,8,1.000308394,0.9018565001,0.9309913661,0.6177255946,1.512357062,0.8931857586
454,3217,3221,4,1.000153862,0.9017445392,0.9308674294,0.6178801266,1.512469023,0.8933096953
455,3221,3229,8,1.000307105,0.9018963554,0.931019978,0.6177268841,1.512317207,0.8931571467
456,3229,3251,22,1.000840373,0.9024044162,0.9315361181,0.6171936162,1.511809146,0.8926410066
457,3251,3253,2,1.000076051,0.901789742,0.9308788478,0.6179579374,1.51242382,0.8932982769
458,3253,3257,4,1.000151951,0.9018649226,0.9309543943,0.6178820377,1.51234864,0.8932227304
459,3257,3259,2,1.000075894,0.9018098041,0.9308933845,0.6179580947,1.512403758,0.8932837402
460,3259,3271,12,1.000454354,0.9021578041,0.9312505524,0.6175796348,1.512055758,0.8929265723
461,3271,3299,28,1.001053231,0.9027381216,0.9318372771,0.6169807575,1.511475441,0.8923398476
462,3299,3301,2,1.00007481,0.9019489914,0.9309942337,0.6179591791,1.512264571,0.893182891
463,3301,3307,6,1.00022414,0.9020902911,0.9311380607,0.6178098484,1.512123271,0.893039064
464,3307,3313,6,1.000223684,0.9021097132,0.9311520482,0.6178103048,1.512103849,0.8930250765
465,3313,3319,6,1.000223229,0.9021290929,0.9311660052,0.6178107595,1.51208447,0.8930111195
466,3319,3323,4,1.000148562,0.9020814931,0.9311108406,0.6178854265,1.512132069,0.8930662841
467,3323,3329,6,1.000222475,0.9021612986,0.9311891995,0.6178115133,1.512052264,0.8929879252
468,3329,3331,2,1.000074053,0.9020470978,0.9310653139,0.6179599359,1.512166465,0.8931118108
469,3331,3343,12,1.000443353,0.9023867488,0.93141389,0.6175906358,1.511826814,0.8927632347
470,3343,3347,4,1.000147365,0.9021589574,0.9311667978,0.6178866234,1.512054605,0.8930103269
471,3347,3359,12,1.000440977,0.90243683,0.9314496245,0.6175930119,1.511776732,0.8927275002
472,3359,3361,2,1.000073311,0.9021441348,0.9311356164,0.6179606781,1.512069428,0.8930415083
473,3361,3371,10,1.000365873,0.9024145267,0.9314127184,0.6176681156,1.511799036,0.8927644063
474,3371,3373,2,1.000073018,0.9021826549,0.9311635231,0.6179609711,1.512030907,0.8930136016
475,3373,3389,16,1.000582545,0.9026487588,0.9316426286,0.6174514439,1.511564804,0.8925344961
476,3389,3391,2,1.000072582,0.9022401235,0.9312051566,0.6179614064,1.511973439,0.8929719681
477,3391,3407,16,1.00057908,0.9027034823,0.9316814324,0.6174549083,1.51151008,0.8924956923
478,3407,3413,6,1.000216329,0.9024273033,0.9313807758,0.6178176597,1.511786259,0.8927963489
479,3413,3433,20,1.000718205,0.9028992039,0.9318619826,0.617315784,1.511314358,0.8923151421
480,3433,3449,16,1.000571147,0.9028298577,0.9317710564,0.6174628413,1.511383705,0.8924060683
481,3449,3457,8,1.000284418,0.902621469,0.9315406063,0.6177495703,1.511592093,0.8926365184
482,3457,3461,4,1.000141922,0.9025179405,0.9314261038,0.6178920666,1.511695622,0.8927510209
483,3461,3463,2,1.00007089,0.9024663415,0.931369032,0.6179630992,1.511747221,0.8928080927
484,3463,3467,4,1.000141646,0.9025364364,0.9314394636,0.6178923425,1.511677126,0.8927376611
485,3467,3469,2,1.000070752,0.9024849344,0.9313825002,0.6179632369,1.511728628,0.8927946245
486,3469,3491,22,1.000775534,0.9031271794,0.9320434045,0.6172584547,1.511086383,0.8921337202
487,3491,3499,8,1.000280584,0.9027487815,0.9316320296,0.6177534051,1.511464781,0.8925450951
488,3499,3511,12,1.000419557,0.9028988992,0.931779403,0.6176144316,1.511314663,0.8923977217
489,3511,3517,6,1.000209153,0.9027459109,0.9316102418,0.6178248354,1.511467651,0.8925668829
490,3517,3527,10,1.000347725,0.9028893768,0.9317526721,0.6176862642,1.511324186,0.8924244526
491,3527,3529,2,1.000069402,0.902668739,0.9315156381,0.6179645863,1.511544823,0.8926614866
492,3529,3533,4,1.000138677,0.9027373685,0.931584596,0.6178953114,1.511476194,0.8925925287
493,3533,3539,6,1.000207693,0.9028118542,0.9316577358,0.6178262956,1.511401708,0.8925193889
494,3539,3541,2,1.000069138,0.9027050441,0.9315419342,0.6179648503,1.511508518,0.8926351905
495,3541,3547,6,1.000207167,0.9028357112,0.9316749182,0.6178268218,1.511377851,0.8925022065
496,3547,3557,10,1.000344429,0.9029778185,0.9318159998,0.6176895593,1.511235744,0.8923611249
497,3557,3559,2,1.000068746,0.9027592222,0.9315811752,0.6179652427,1.51145434,0.8925959495
498,3559,3571,12,1.000411638,0.9030747904,0.9319049722,0.6176223506,1.511138772,0.8922721525
499,3571,3581,10,1.000341836,0.9030479327,0.9318662067,0.6176921529,1.51116563,0.892310918
500,3581,3583,2,1.000068229,0.9028309437,0.9316331214,0.6179657595,1.511382619,0.8925440033
501,3583,3593,10,1.000340553,0.9030827797,0.9318911605,0.6176934359,1.511130783,0.8922859642
502,3593,3607,14,1.000475023,0.9032340723,0.9320381412,0.6175589654,1.51097949,0.8921389835
503,3607,3613,6,1.000202921,0.9030300897,0.9318149155,0.6178310679,1.511183473,0.8923622092
504,3613,3617,4,1.000135066,0.9029866254,0.9317646254,0.6178989227,1.511226937,0.8924124993
505,3617,3623,6,1.000202292,0.9030591676,0.9318358584,0.6178316968,1.511154395,0.8923412663
506,3623,3631,8,1.000269148,0.9031372706,0.9319110274,0.6177648411,1.511076292,0.8922660973
507,3631,3637,6,1.000201418,0.9030997145,0.9318650617,0.6178325711,1.511113848,0.892312063
508,3637,3643,6,1.000201045,0.9031170342,0.931877536,0.6178329436,1.511096528,0.8922995887
509,3643,3659,16,1.000534398,0.9034356571,0.9322009176,0.6174995903,1.510777905,0.8919762071
510,3659,3671,12,1.000399054,0.9033602725,0.9321088188,0.6176349345,1.51085329,0.8920683059
511,3671,3673,2,1.000066356,0.903094789,0.9318242046,0.617967633,1.511118773,0.8923529201
512,3673,3677,4,1.000132594,0.9031604155,0.9318901425,0.6179013944,1.511053147,0.8922869822
513,3677,3691,14,1.000462886,0.9034702956,0.9322063297,0.6175711032,1.510743267,0.891970795
514,3691,3697,6,1.000197751,0.9032713812,0.9319887027,0.617836238,1.510942181,0.892188422
515,3697,3701,4,1.00013163,0.9032289732,0.9319396561,0.6179023592,1.510984589,0.8922374686
516,3701,3709,8,1.000262798,0.9033589526,0.9320702455,0.6177711904,1.51085461,0.8921068792
517,3709,3719,10,1.000327616,0.9034404857,0.9321473402,0.6177063729,1.510773077,0.8920297845
518,3719,3727,8,1.000261373,0.9034093163,0.9321064195,0.6177726154,1.510804246,0.8920707052
519,3727,3733,6,1.000195611,0.903372778,0.9320617329,0.6178383778,1.510840784,0.8921153918
520,3733,3739,6,1.000195259,0.9033895629,0.9320738222,0.6178387301,1.510823999,0.8921033025
521,3739,3761,22,1.000713138,0.903874397,0.9325688294,0.6173208506,1.510339165,0.8916082953
522,3761,3767,6,1.00019363,0.9034674657,0.9321299313,0.6178403585,1.510746097,0.8920471934
523,3767,3769,2,1.000064462,0.9033677021,0.9320218319,0.6179695264,1.51084586,0.8921552928
524,3769,3779,10,1.000321779,0.9036057704,0.9322657297,0.6177122098,1.510607792,0.891911395
525,3779,3793,14,1.000448919,0.9037487251,0.932404625,0.6175850702,1.510464837,0.8917724997
526,3793,3797,4,1.000127901,0.9034979219,0.9321338886,0.617906088,1.51071564,0.8920432361
527,3797,3803,6,1.000191574,0.9035666077,0.9322013379,0.6178424146,1.510646955,0.8919757868
528,3803,3821,18,1.000572804,0.9039277348,0.9325687955,0.6174611843,1.510285828,0.8916083292
529,3821,3823,2,1.000063442,0.9035175318,0.9321303196,0.6179705468,1.510696031,0.8920468051
530,3823,3833,10,1.000316693,0.9037518686,0.9323703851,0.6177172961,1.510461694,0.8918067396
531,3833,3847,14,1.000441845,0.9038925638,0.9325070891,0.6175921442,1.510320999,0.8916700356
532,3847,3851,4,1.00012589,0.9036456165,0.9322405477,0.6179080984,1.510567946,0.891936577
533,3851,3853,2,1.000062888,0.9035996644,0.9321897866,0.6179711005,1.510613898,0.8919873381
534,3853,3863,10,1.000313933,0.9038319761,0.9324277723,0.6177200562,1.510381586,0.8917493524
535,3863,3877,14,1.000438006,0.903971445,0.9325632871,0.6175959832,1.510242117,0.8916138376
536,3877,3881,4,1.000124799,0.9037265911,0.9322990228,0.6179091895,1.510486971,0.8918781019
537,3881,3889,8,1.000249182,0.9038498561,0.9324228609,0.6177848067,1.510363706,0.8917542638
538,3889,3907,18,1.000558651,0.904151208,0.9327271016,0.6174753373,1.510062354,0.8914500231
539,3907,3911,4,1.000123726,0.9038068123,0.9323569529,0.6179102627,1.51040675,0.8918201718
540,3911,3917,6,1.000185329,0.9038732514,0.9324221978,0.6178486596,1.510340311,0.8917549269
541,3917,3919,2,1.000061702,0.9037776547,0.9323186506,0.6179722869,1.510435908,0.8918584741
542,3919,3923,4,1.000123302,0.9038386928,0.9323799745,0.617910687,1.51037487,0.8917971502
543,3923,3929,6,1.000184694,0.9039049035,0.9324449952,0.6178492945,1.510308659,0.8917321295
544,3929,3931,2,1.000061491,0.9038096257,0.9323417963,0.617972498,1.510403937,0.8918353284
545,3931,3943,12,1.000368266,0.9040922253,0.9326316812,0.6176657228,1.510121337,0.8915454435
546,3943,3947,4,1.000122461,0.9039021014,0.9324257626,0.6179115275,1.510311461,0.8917513621
547,3947,3967,20,1.000610376,0.904353728,0.9328883829,0.617423613,1.509859834,0.8912887418
548,3967,3989,22,1.000667462,0.904458397,0.9329801238,0.617366527,1.509755165,0.8911970009
549,3989,4001,12,1.000362278,0.9042405446,0.9327376674,0.6176717104,1.509973018,0.8914394573
550,4001,4003,2,1.000060252,0.9039989963,0.9324788865,0.6179737365,1.510214566,0.8916982382
551,4003,4007,4,1.000120407,0.9040586048,0.9325387729,0.6179135818,1.510154958,0.8916383518
552,4007,4013,6,1.000180364,0.9041232575,0.932602265,0.6178536252,1.510090305,0.8915748597
553,4013,4019,6,1.000180062,0.9041386433,0.9326133467,0.6178539271,1.510074919,0.891563778
554,4019,4021,2,1.00005995,0.9040456937,0.9325126902,0.6179740387,1.510167869,0.8916644345
555,4021,4027,6,1.000179661,0.9041591148,0.9326280912,0.6178543282,1.510054448,0.8915490335
556,4027,4049,22,1.000656355,0.9046056447,0.9330839101,0.6173776339,1.509607918,0.8910932146
557,4049,4051,2,1.000059453,0.904122962,0.9325686221,0.6179745361,1.5100906,0.8916085026
558,4051,4057,6,1.000178171,0.9042354488,0.9326830709,0.6178558173,1.509978114,0.8914940538
559,4057,4073,16,1.000473754,0.9045181342,0.9329699225,0.6175602345,1.509695428,0.8912072022
560,4073,4079,6,1.000177094,0.9042909966,0.9327230792,0.6178568945,1.509922566,0.8914540455
561,4079,4091,12,1.000353346,0.9044657042,0.9328985842,0.6176806429,1.509747858,0.8912785405
562,4091,4093,2,1.000058769,0.9042299791,0.9326460851,0.6179752193,1.509983583,0.8915310396
563,4093,4099,6,1.000176126,0.9043411825,0.9327592256,0.617857863,1.50987238,0.8914178991
564,4099,4111,12,1.000351418,0.90451494,0.9329337755,0.6176825712,1.509698622,0.8912433492
565,4111,4127,16,1.0004668,0.9046497148,0.9330634726,0.6175671884,1.509563848,0.8911136521
566,4127,4129,2,1.000058196,0.9043206533,0.9327117156,0.6179757932,1.509892909,0.8914654091
